h3_cell,hour,violation_count,lat,lon,location,day_of_week,baseline_count,baseline_activity,speed_drop,ccis,status,color,cluster,centroid_lat,centroid_lon,avg_ccis,cell_count
8860145123fffff,6,9,12.9098667,77.5133867,"Sri Sri Sri Tiruchi Mahaswamiji Road, Prakruthi Aroma, BEML Layout Stage 10, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",6,2,0.0023866348448687,1.0,9.0,critical,#FF4B4B,-1,,,,
8860145125fffff,8,4,12.9161165,77.5205401,"Model Road, Krishnappa Block, BEML Layout Stage 3, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",0,1,0.0011933174224343,1.0,4.0,monitor,#FFA500,-1,,,,
8860145149fffff,5,12,12.8669895,77.5347235,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",1,2,0.0023866348448687,1.0,12.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,5,12,12.8669895,77.5347235,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",2,1,0.0011933174224343,1.0,12.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,5,12,12.8669895,77.5347235,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",4,1,0.0011933174224343,1.0,12.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,5,12,12.8669895,77.5347235,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",5,2,0.0023866348448687,1.0,12.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,5,12,12.8669895,77.5347235,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",6,6,0.0071599045346062,1.0,12.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,6,9,12.8690198,77.5366362,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,1,0.0011933174224343,1.0,9.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,6,9,12.8690198,77.5366362,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,3,0.0035799522673031,1.0,9.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,6,9,12.8690198,77.5366362,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",4,2,0.0023866348448687,1.0,9.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,6,9,12.8690198,77.5366362,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,1,0.0011933174224343,1.0,9.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,6,9,12.8690198,77.5366362,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,2,0.0023866348448687,1.0,9.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,7,4,12.8692417,77.5367767,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,0.0011933174224343,1.0,4.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,7,4,12.8692417,77.5367767,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,1,0.0011933174224343,1.0,4.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,7,4,12.8692417,77.5367767,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,2,0.0023866348448687,1.0,4.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,21,10,12.8685827,77.5362548,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,3,0.0035799522673031,1.0,10.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,21,10,12.8685827,77.5362548,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,2,0.0023866348448687,1.0,10.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,21,10,12.8685827,77.5362548,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,3,0.0035799522673031,1.0,10.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,21,10,12.8685827,77.5362548,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",4,1,0.0011933174224343,1.0,10.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,21,10,12.8685827,77.5362548,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,1,0.0011933174224343,1.0,10.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,22,6,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0,1,0.0011933174224343,1.0,6.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,22,6,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,1,0.0011933174224343,1.0,6.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,22,6,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,3,0.0035799522673031,1.0,6.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145149fffff,22,6,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,1,0.0011933174224343,1.0,6.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,0,6,12.8743001,77.540792,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",3,2,0.0023866348448687,1.0,6.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,0,6,12.8743001,77.540792,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",4,2,0.0023866348448687,1.0,6.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,0,6,12.8743001,77.540792,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",6,2,0.0023866348448687,1.0,6.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,1,12,12.8743142,77.5411079,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",0,2,0.0023866348448687,1.0,12.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,1,12,12.8743142,77.5411079,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",2,1,0.0011933174224343,1.0,12.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,1,12,12.8743142,77.5411079,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",3,3,0.0035799522673031,1.0,12.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,1,12,12.8743142,77.5411079,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",4,5,0.0059665871121718,1.0,12.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,1,12,12.8743142,77.5411079,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",6,1,0.0011933174224343,1.0,12.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,2,4,12.8698667,77.5372539,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0,1,0.0011933174224343,1.0,4.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,4,4,12.8697074,77.5371728,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,1,0.0011933174224343,1.0,4.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,5,17,12.8715602,77.5387781,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,8,0.0095465393794749,1.0,17.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,5,17,12.8715602,77.5387781,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,3,0.0035799522673031,1.0,17.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,5,17,12.8715602,77.5387781,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,3,0.0035799522673031,1.0,17.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,5,17,12.8715602,77.5387781,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,3,0.0035799522673031,1.0,17.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,6,24,12.8741758,77.5401737,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",1,1,0.0011933174224343,1.0,24.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,6,24,12.8741758,77.5401737,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",2,7,0.0083532219570405,1.0,24.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,6,24,12.8741758,77.5401737,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",3,3,0.0035799522673031,1.0,24.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,6,24,12.8741758,77.5401737,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",4,4,0.0047732696897374,1.0,24.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,6,24,12.8741758,77.5401737,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",5,3,0.0035799522673031,1.0,24.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,6,24,12.8741758,77.5401737,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",6,6,0.0071599045346062,1.0,24.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,7,13,12.8716459,77.5389692,"Kanakapura Road, Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",1,3,0.0035799522673031,1.0,13.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,7,13,12.8716459,77.5389692,"Kanakapura Road, Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",3,1,0.0011933174224343,1.0,13.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,7,13,12.8716459,77.5389692,"Kanakapura Road, Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",4,2,0.0023866348448687,1.0,13.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,7,13,12.8716459,77.5389692,"Kanakapura Road, Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",5,4,0.0047732696897374,1.0,13.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,7,13,12.8716459,77.5389692,"Kanakapura Road, Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",6,3,0.0035799522673031,1.0,13.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,8,5,12.8742859,77.5399886,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",0,1,0.0011933174224343,1.0,5.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,8,5,12.8742859,77.5399886,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",2,1,0.0011933174224343,1.0,5.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,8,5,12.8742859,77.5399886,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",5,2,0.0023866348448687,1.0,5.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,8,5,12.8742859,77.5399886,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",6,1,0.0011933174224343,1.0,5.0,monitor,#FFA500,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
886014514dfffff,23,10,12.8748347,77.5420308,"Konanakunte Main Road, Suraj Ganga Socrates, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",6,1,0.0011933174224343,1.0,10.0,critical,#FF4B4B,0,12.875704623076922,77.54261846324786,10.126666666666667,117.0
8860145165fffff,5,4,12.9058444,77.5427697,"Subramanyapura Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",1,2,0.0023866348448687,1.0,4.0,monitor,#FFA500,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,5,4,12.9058444,77.5427697,"Subramanyapura Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",2,2,0.0023866348448687,1.0,4.0,monitor,#FFA500,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,6,13,12.9084427,77.5382042,"Dr. Vishnuvardhan Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",2,2,0.0023866348448687,1.0,13.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,6,13,12.9084427,77.5382042,"Dr. Vishnuvardhan Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",3,5,0.0059665871121718,1.0,13.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,6,13,12.9084427,77.5382042,"Dr. Vishnuvardhan Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",4,4,0.0047732696897374,1.0,13.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,6,13,12.9084427,77.5382042,"Dr. Vishnuvardhan Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",5,1,0.0011933174224343,1.0,13.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,6,13,12.9084427,77.5382042,"Dr. Vishnuvardhan Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",6,1,0.0011933174224343,1.0,13.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,7,26,12.906276534770983,77.54032643687933,"48th Cross Road, DS Max Savera, Poornapragna Housing Society Layout, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)",1,1,0.0011933174224343,1.0,26.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,7,26,12.906276534770983,77.54032643687933,"48th Cross Road, DS Max Savera, Poornapragna Housing Society Layout, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)",2,6,0.0071599045346062,1.0,26.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,7,26,12.906276534770983,77.54032643687933,"48th Cross Road, DS Max Savera, Poornapragna Housing Society Layout, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)",3,10,0.0119331742243436,1.0,26.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,7,26,12.906276534770983,77.54032643687933,"48th Cross Road, DS Max Savera, Poornapragna Housing Society Layout, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)",4,5,0.0059665871121718,1.0,26.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,7,26,12.906276534770983,77.54032643687933,"48th Cross Road, DS Max Savera, Poornapragna Housing Society Layout, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)",5,3,0.0035799522673031,1.0,26.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,7,26,12.906276534770983,77.54032643687933,"48th Cross Road, DS Max Savera, Poornapragna Housing Society Layout, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)",6,1,0.0011933174224343,1.0,26.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,8,6,12.9059332,77.5422614,"Dr Vishnuvardhan Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",2,1,0.0011933174224343,1.0,6.0,monitor,#FFA500,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,23,12,12.9060385,77.5420343,"1st Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",1,9,0.0107398568019093,0.3333333333333333,4.0,monitor,#FFA500,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,23,12,12.9060385,77.5420343,"1st Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",4,1,0.0011933174224343,1.0,12.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145165fffff,23,12,12.9060385,77.5420343,"1st Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",5,2,0.0023866348448687,1.0,12.0,critical,#FF4B4B,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145167fffff,23,4,12.90694645925826,77.53322617166293,"Dr. Vishnuvardhan Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",0,2,0.0023866348448687,1.0,4.0,monitor,#FFA500,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145167fffff,23,4,12.90694645925826,77.53322617166293,"Dr. Vishnuvardhan Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",1,2,0.0023866348448687,1.0,4.0,monitor,#FFA500,1,12.908380175345528,77.5442645277826,21.703763440860214,93.0
8860145335fffff,5,10,12.8568032,77.5299883,"Konanakunte Main Road, The Magic Faraway Tree Phase 2, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,5,0.0059665871121718,1.0,10.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,5,10,12.8568032,77.5299883,"Konanakunte Main Road, The Magic Faraway Tree Phase 2, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,1,0.0011933174224343,1.0,10.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,5,10,12.8568032,77.5299883,"Konanakunte Main Road, The Magic Faraway Tree Phase 2, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",4,1,0.0011933174224343,1.0,10.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,5,10,12.8568032,77.5299883,"Konanakunte Main Road, The Magic Faraway Tree Phase 2, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,2,0.0023866348448687,1.0,10.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,5,10,12.8568032,77.5299883,"Konanakunte Main Road, The Magic Faraway Tree Phase 2, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,1,0.0011933174224343,1.0,10.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,6,31,12.8607076,77.5293443,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,3,0.0035799522673031,1.0,31.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,6,31,12.8607076,77.5293443,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,4,0.0047732696897374,1.0,31.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,6,31,12.8607076,77.5293443,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,2,0.0023866348448687,1.0,31.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,6,31,12.8607076,77.5293443,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,7,0.0083532219570405,1.0,31.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,6,31,12.8607076,77.5293443,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,15,0.0178997613365155,1.0,31.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,21,14,12.8597119,77.5284421,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,4,0.0047732696897374,1.0,14.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,21,14,12.8597119,77.5284421,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,5,0.0059665871121718,1.0,14.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,21,14,12.8597119,77.5284421,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,4,0.0047732696897374,1.0,14.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,21,14,12.8597119,77.5284421,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,1,0.0011933174224343,1.0,14.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,22,17,12.8622915,77.5300151,"Konanakunte Main Road, SS Vrudhi, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0,6,0.0071599045346062,1.0,17.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,22,17,12.8622915,77.5300151,"Konanakunte Main Road, SS Vrudhi, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,9,0.0107398568019093,0.8888888888888888,15.11,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,22,17,12.8622915,77.5300151,"Konanakunte Main Road, SS Vrudhi, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,0.0011933174224343,1.0,17.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145335fffff,22,17,12.8622915,77.5300151,"Konanakunte Main Road, SS Vrudhi, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",4,1,0.0011933174224343,1.0,17.0,critical,#FF4B4B,2,12.859753755555555,77.52947176666667,18.172777777777778,18.0
8860145803fffff,0,8,12.9903578,77.5043153,"Muthuraya Swamy Street, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",1,4,0.0047732696897374,1.0,8.0,critical,#FF4B4B,3,12.989687604237288,77.50414707118645,19.47949152542373,118.0
8860145803fffff,0,8,12.9903578,77.5043153,"Muthuraya Swamy Street, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",6,4,0.0047732696897374,1.0,8.0,critical,#FF4B4B,3,12.989687604237288,77.50414707118645,19.47949152542373,118.0
8860145803fffff,4,5,12.9903154,77.5044141,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",0,2,0.0023866348448687,1.0,5.0,monitor,#FFA500,3,12.989687604237288,77.50414707118645,19.47949152542373,118.0
8860145803fffff,4,5,12.9903154,77.5044141,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",2,1,0.0011933174224343,1.0,5.0,monitor,#FFA500,3,12.989687604237288,77.50414707118645,19.47949152542373,118.0
8860145803fffff,4,5,12.9903154,77.5044141,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",5,2,0.0023866348448687,1.0,5.0,monitor,#FFA500,3,12.989687604237288,77.50414707118645,19.47949152542373,118.0
8860145803fffff,5,9,12.9907861,77.5040872,"Muthuraya Swamy Street, Pipeline Circle, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",0,2,0.0023866348448687,1.0,9.0,critical,#FF4B4B,3,12.989687604237288,77.50414707118645,19.47949152542373,118.0
